fecha,metrica,procesadora,valor,origen
01/02/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1002112,OMP 01
01/03/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1000466,OMP 01
01/04/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,996605,OMP 01
01/05/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,996007,OMP 01
01/06/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,992426,OMP 01
01/07/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,993651,OMP 01
01/08/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,994186,OMP 01
01/09/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,994392,OMP 01
01/10/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,995160,OMP 01
01/11/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,999531,OMP 01
01/12/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,995563,OMP 01
01/01/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,993087,OMP 01
01/02/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,992405,OMP 01
01/03/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,992534,OMP 01
01/04/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,991901,OMP 01
01/05/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,992299,OMP 01
01/06/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,991109,OMP 01
01/07/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,990083,OMP 01
01/08/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,990822,OMP 01
01/09/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,991919,OMP 01
01/10/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,991633,OMP 01
01/11/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,994335,OMP 01
01/12/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,995074,OMP 01
01/01/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,993979,OMP 01
01/02/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,995533,OMP 01
01/03/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,994239,OMP 01
01/04/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,990341,OMP 01
01/05/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,989999,OMP 01
01/06/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,983099,OMP 01
01/07/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,974953,OMP 01
01/08/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,965754,OMP 01
01/09/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,954582,OMP 01
01/10/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,946099,OMP 01
01/11/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,942052,OMP 01
01/12/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,935427,OMP 01
01/01/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,928765,OMP 01
01/02/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,931022,OMP 01
01/03/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,932584,OMP 01
01/04/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,934831,OMP 01
01/05/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,938543,OMP 01
01/06/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,936292,OMP 01
01/07/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,939741,OMP 01
01/08/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,940685,OMP 01
01/09/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,947403,OMP 01
01/10/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,954024,OMP 01
01/11/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,960582,OMP 01
01/12/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,964857,OMP 01
01/01/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,969013,OMP 01
01/02/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,978929,OMP 01
01/03/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,987948,OMP 01
01/04/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,998978,OMP 01
01/05/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1010250,OMP 01
01/06/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1019722,OMP 01
01/07/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1030944,OMP 01
01/08/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1040316,OMP 01
01/09/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1047404,OMP 01
01/10/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1053882,OMP 01
01/11/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1056726,OMP 01
01/12/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1056850,OMP 01
01/01/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1062501,OMP 01
01/02/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1040086,OMP 01
01/03/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1045526,OMP 01
01/04/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1050308,OMP 01
01/05/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1059386,OMP 01
01/06/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1066072,OMP 01
01/07/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1071360,OMP 01
01/08/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1076805,OMP 01
01/09/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1077553,OMP 01
01/10/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1080464,OMP 01
01/11/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1082504,OMP 01
01/12/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1079008,OMP 01
01/01/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1081958,OMP 01
01/02/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1087704,OMP 01
01/03/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1080036,OMP 01
01/04/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1080370,OMP 01
01/05/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1084417,OMP 01
01/06/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1023142,OMP 01
01/07/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1031698,OMP 01
01/08/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1036053,OMP 01
01/09/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1045263,OMP 01
01/10/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1057468,OMP 01
01/11/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1068776,OMP 01
01/12/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1088719,OMP 01
01/01/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1097206,OMP 01
01/02/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1104068,OMP 01
01/03/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1110969,OMP 01
01/04/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1116401,OMP 01
01/05/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1125865,OMP 01
01/06/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1139356,OMP 01
01/07/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1153000,OMP 01
01/08/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1161230,OMP 01
01/09/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1170262,OMP 01
01/10/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1181104,OMP 01
01/11/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1205643,OMP 01
01/12/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1210425,OMP 01
01/01/2026,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1218264,OMP 01
01/02/2026,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1224806,OMP 01
01/03/2026,Cantidad de Tarjetas de Crédito Activas por Operadora,1005539,1228454,OMP 01
01/02/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4305,OMP 01
01/03/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4352,OMP 01
01/04/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4359,OMP 01
01/05/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5954,OMP 01
01/06/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7096,OMP 01
01/07/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,6335,OMP 01
01/08/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,6569,OMP 01
01/09/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,6603,OMP 01
01/10/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7054,OMP 01
01/11/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7179,OMP 01
01/12/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7782,OMP 01
01/01/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7761,OMP 01
01/02/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7522,OMP 01
01/03/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7426,OMP 01
01/04/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7347,OMP 01
01/05/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7210,OMP 01
01/06/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5434,OMP 01
01/07/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5559,OMP 01
01/08/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5571,OMP 01
01/09/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5440,OMP 01
01/10/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5553,OMP 01
01/11/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5531,OMP 01
01/12/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5219,OMP 01
01/01/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5215,OMP 01
01/02/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5203,OMP 01
01/03/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5156,OMP 01
01/04/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5073,OMP 01
01/05/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5030,OMP 01
01/06/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5096,OMP 01
01/07/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5047,OMP 01
01/08/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4972,OMP 01
01/09/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4875,OMP 01
01/10/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4867,OMP 01
01/11/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4846,OMP 01
01/12/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4638,OMP 01
01/01/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4335,OMP 01
01/02/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4338,OMP 01
01/03/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4340,OMP 01
01/04/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4618,OMP 01
01/05/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4527,OMP 01
01/06/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4586,OMP 01
01/07/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4728,OMP 01
01/08/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4941,OMP 01
01/09/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4851,OMP 01
01/10/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4675,OMP 01
01/11/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4450,OMP 01
01/12/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4463,OMP 01
01/01/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4996,OMP 01
01/02/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4886,OMP 01
01/03/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4699,OMP 01
01/04/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5306,OMP 01
01/05/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5037,OMP 01
01/06/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4788,OMP 01
01/07/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5139,OMP 01
01/08/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,4556,OMP 01
01/09/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,5852,OMP 01
01/10/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,7979,OMP 01
01/11/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,8517,OMP 01
01/12/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,10193,OMP 01
01/01/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,26892,OMP 01
01/02/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,52281,OMP 01
01/03/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,32164,OMP 01
01/04/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,32527,OMP 01
01/05/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,33719,OMP 01
01/06/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,34661,OMP 01
01/07/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,35651,OMP 01
01/08/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,38310,OMP 01
01/09/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,37343,OMP 01
01/10/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,38763,OMP 01
01/11/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,40823,OMP 01
01/12/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,56613,OMP 01
01/01/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,68190,OMP 01
01/02/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,79636,OMP 01
01/03/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,176159,OMP 01
01/04/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,130619,OMP 01
01/05/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,137625,OMP 01
01/06/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,161735,OMP 01
01/07/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,173429,OMP 01
01/08/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,180070,OMP 01
01/09/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,194080,OMP 01
01/10/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,204124,OMP 01
01/11/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,216868,OMP 01
01/12/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,224299,OMP 01
01/01/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,228638,OMP 01
01/02/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,257252,OMP 01
01/03/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,262845,OMP 01
01/04/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,280984,OMP 01
01/05/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,284625,OMP 01
01/06/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,280882,OMP 01
01/07/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,290233,OMP 01
01/08/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,292020,OMP 01
01/09/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,303691,OMP 01
01/10/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,319776,OMP 01
01/11/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,353107,OMP 01
01/12/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,365600,OMP 01
01/01/2026,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,368143,OMP 01
01/02/2026,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,373450,OMP 01
01/03/2026,Cantidad de Tarjetas de Crédito Activas por Operadora,4454,381405,OMP 01
01/02/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,107143,OMP 01
01/03/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,106633,OMP 01
01/04/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,106319,OMP 01
01/05/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,105751,OMP 01
01/06/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,104936,OMP 01
01/07/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,105338,OMP 01
01/08/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,105578,OMP 01
01/09/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,105918,OMP 01
01/10/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,106276,OMP 01
01/11/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,106898,OMP 01
01/12/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,107346,OMP 01
01/01/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,107114,OMP 01
01/02/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,107369,OMP 01
01/03/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,107670,OMP 01
01/04/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,107975,OMP 01
01/05/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,108407,OMP 01
01/06/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,108910,OMP 01
01/07/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,109936,OMP 01
01/08/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,110376,OMP 01
01/09/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,110832,OMP 01
01/10/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,111866,OMP 01
01/11/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,112496,OMP 01
01/12/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,113786,OMP 01
01/01/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,111632,OMP 01
01/02/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,111558,OMP 01
01/03/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,111337,OMP 01
01/04/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,111509,OMP 01
01/05/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,139857,OMP 01
01/06/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,137928,OMP 01
01/07/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,137243,OMP 01
01/08/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,136903,OMP 01
01/09/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,136183,OMP 01
01/10/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,136402,OMP 01
01/11/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,137187,OMP 01
01/12/2020,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,138767,OMP 01
01/01/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,139900,OMP 01
01/02/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,141897,OMP 01
01/03/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,143966,OMP 01
01/04/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,146248,OMP 01
01/05/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,148518,OMP 01
01/06/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,148526,OMP 01
01/07/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,149492,OMP 01
01/08/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,151305,OMP 01
01/09/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,138524,OMP 01
01/10/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,155407,OMP 01
01/11/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,158473,OMP 01
01/12/2021,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,159069,OMP 01
01/01/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,160999,OMP 01
01/02/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,163644,OMP 01
01/03/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,166065,OMP 01
01/04/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,168811,OMP 01
01/05/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,171559,OMP 01
01/06/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,174489,OMP 01
01/07/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,176155,OMP 01
01/08/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,177162,OMP 01
01/09/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,178659,OMP 01
01/10/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,180300,OMP 01
01/11/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,181853,OMP 01
01/12/2022,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,183308,OMP 01
01/01/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,185581,OMP 01
01/02/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,187099,OMP 01
01/03/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,189227,OMP 01
01/04/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,189094,OMP 01
01/05/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,190502,OMP 01
01/06/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,191661,OMP 01
01/07/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,193349,OMP 01
01/08/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,194932,OMP 01
01/09/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,196458,OMP 01
01/10/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,198572,OMP 01
01/11/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,200711,OMP 01
01/12/2023,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,204014,OMP 01
01/01/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,207012,OMP 01
01/02/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,209446,OMP 01
01/03/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,137899,OMP 01
01/04/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,213611,OMP 01
01/05/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,218759,OMP 01
01/06/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,223976,OMP 01
01/07/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,228001,OMP 01
01/08/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,230775,OMP 01
01/09/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,235807,OMP 01
01/10/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,239727,OMP 01
01/11/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,137317,OMP 01
01/12/2024,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,135826,OMP 01
01/01/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,135169,OMP 01
01/02/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,136709,OMP 01
01/03/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,137059,OMP 01
01/04/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,135999,OMP 01
01/05/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,135185,OMP 01
01/06/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,134501,OMP 01
01/07/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,135927,OMP 01
01/08/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,136680,OMP 01
01/09/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,136449,OMP 01
01/10/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,137634,OMP 01
01/11/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,138690,OMP 01
01/12/2025,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,138952,OMP 01
01/01/2026,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,138326,OMP 01
01/02/2026,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,138500,OMP 01
01/03/2026,Cantidad de Tarjetas de Crédito Activas por Operadora,107726,138215,OMP 01
01/02/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,68862,OMP 01
01/03/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,69063,OMP 01
01/04/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,73343,OMP 01
01/05/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,69339,OMP 01
01/06/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,69486,OMP 01
01/07/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,69580,OMP 01
01/08/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,69710,OMP 01
01/09/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,69747,OMP 01
01/10/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,69944,OMP 01
01/11/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,70178,OMP 01
01/12/2018,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,70426,OMP 01
01/01/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,70352,OMP 01
01/02/2019,Cantidad de Tarjetas de Crédito Activas por Operadora,68691,70438,OMP 01
